Operating System,Percentage
Raspberry Pi OS (32-bit),47.50%
Raspberry Pi OS (other),24.76%
Ubuntu,11.77%
RetroPie,5.00%
Recalbox,4.51%
LibreELEC,3.14%
Misc utility images,2.25%
RISC OS Pi,0.94%
TLXOS,0.12%
