Operating System,Percentage
Raspberry Pi OS (32-bit),45.72%
Raspberry Pi OS (other),24.57%
Ubuntu,13.03%
RetroPie,5.60%
Recalbox,4.21%
LibreELEC,3.33%
Misc utility images,2.44%
RISC OS Pi,1.01%
TLXOS,0.08%
