Image,Percentage
Raspberry Pi OS (32-bit),43.42%
Raspberry Pi OS Lite (32-bit),14.64%
Raspberry Pi OS Full (32-bit),8.84%
Ubuntu Desktop 20.10 (RPi 4/400),5.75%
RetroPie 4.7.1 (RPI 4/400),3.03%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),2.88%
Ubuntu Server 20.10 (RPi 3/4/400),2.10%
USB Boot,1.97%
SD Card Boot,1.72%
RetroPie 4.7.1 (RPI 2/3),1.71%
LibreELEC (RPi4),1.66%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.66%
Recalbox 7.1.1-Reloaded (Pi 3),1.53%
LibreELEC (RPi2/RPi3),1.39%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.89%
Manjaro ARM KDE Plasma 21.02 (RPi 3/3+/4/400),0.84%
RISC OS (5.28),0.83%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.77%
RetroPie 4.7.1 (RPI 1/Zero),0.74%
Manjaro ARM XFCE 21.02 (RPi 3/3+/4/400),0.55%
Ubuntu Core 18 (RPi 3/4),0.53%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.40%
Manjaro ARM MATE 21.02 (RPi 3/3+/4/400),0.37%
OctoPi,0.35%
Ubuntu Core 18 (RPi 2/3/4),0.32%
LibreELEC (RPi0/RPi1),0.30%
Manjaro ARM Minimal 21.02 (RPi 3/3+/4/400),0.27%
Network Boot,0.21%
Recalbox 7.1.1-Reloaded (Pi 2),0.17%
ALT Education 9.1 (Raspberry Pi 4/3),0.06%
TLXOS RPi 4.9.3 (latest),0.04%
ALT Workstation 9.1 (Raspberry Pi 4/3),0.02%
Simply Linux 9.0 (Raspberry Pi 4),0.02%
OctoPi (mirror),0.02%
TLXOS RPi IoT 4.8.1 (LTS),0.01%
TLXOS RPi 4.8.1 (LTS),0.01%
