Operating System,Percentage
Raspberry Pi OS (32-bit),47.26%
Raspberry Pi OS (other),24.92%
Ubuntu,12.07%
RetroPie,5.05%
Recalbox,4.45%
LibreELEC,3.10%
Misc utility images,2.05%
RISC OS Pi,0.97%
TLXOS,0.13%
