Image,Percentage
Raspberry Pi OS (32-bit),40.84%
Raspberry Pi OS Lite (32-bit),13.47%
Raspberry Pi OS Full (32-bit),8.47%
Ubuntu Desktop 21.04 (RPi 4/400),8.27%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),3.56%
Ubuntu Server 21.04 (RPi 3/4/400),2.71%
SD Card Boot,2.40%
RetroPie 4.7.1 (RPI 4/400),2.31%
USB Boot,2.19%
RetroPie 4.7.1 (RPI 2/3),1.54%
Recalbox 7.2.1-Reloaded - Pi4 / Pi400,1.54%
Recalbox 7.2.1-Reloaded - Pi3,1.51%
LibreELEC (RPi4),1.31%
Ubuntu Server 21.04 (RPi 2/3/4/400),1.08%
Manjaro ARM KDE Plasma 21.04 (RPi 3/3+/4/400),1.05%
LibreELEC (RPi2/RPi3),0.93%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.86%
Homebridge,0.85%
RISC OS (5.28),0.68%
RetroPie 4.7.1 (RPI 1/Zero),0.62%
Ubuntu Core 18 (RPi 3/4),0.56%
OctoPi,0.50%
Manjaro ARM XFCE 21.04 (RPi 3/3+/4/400),0.47%
Recalbox 7.2.1-Reloaded - Pi0 / Pi1 / GPiCase,0.43%
LibreELEC (RPi0/RPi1),0.42%
Ubuntu Core 18 (RPi 2/3/4),0.36%
Manjaro ARM MATE 21.04 (RPi 3/3+/4/400),0.23%
Manjaro ARM Minimal 21.04 (RPi 3/3+/4/400),0.19%
Recalbox 7.2.1-Reloaded - Pi2,0.13%
Network Boot,0.13%
info-beamer OS,0.10%
ALT Workstation 9.1 (Raspberry Pi 4/3),0.06%
OctoPi (mirror),0.05%
TLXOS RPi IoT 4.8.2 (LTS),0.04%
TLXOS RPi 4.10.0 (latest),0.04%
info-beamer OS (testing),0.02%
ALT Education 9.1 (Raspberry Pi 4/3),0.02%
TLXOS RPi 4.8.2 (LTS),0.01%
Simply Linux 9.1 (Raspberry Pi 4/3),0.01%
