Operating System,Percentage
Raspberry Pi OS (32-bit),44.03%
Raspberry Pi OS (other),24.23%
Ubuntu,14.09%
RetroPie,4.50%
Bootloader,4.33%
Recalbox,3.09%
LibreELEC,2.44%
Manjaro ARM Linux,2.13%
RISC OS Pi,0.55%
OctoPi,0.45%
ALT,0.10%
TLXOS,0.04%
