Image,Percentage
Raspberry Pi OS (32-bit),42.80%
Raspberry Pi OS Lite (32-bit),14.44%
Raspberry Pi OS Full (32-bit),9.65%
Ubuntu Desktop 20.10 (RPi 4/400),5.81%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),3.17%
RetroPie 4.7.1 (RPI 4/400),2.63%
USB Boot,2.42%
Ubuntu Server 20.10 (RPi 3/4/400),1.93%
SD Card Boot,1.78%
RetroPie 4.7.1 (RPI 2/3),1.73%
Recalbox 7.1.1-Reloaded (Pi 3),1.71%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.59%
LibreELEC (RPi4),1.43%
LibreELEC (RPi2/RPi3),1.20%
Ubuntu Server 20.10 (RPi 2/3/4/400),1.08%
Manjaro ARM KDE Plasma 21.02 (RPi 3/3+/4/400),0.97%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.87%
RetroPie 4.7.1 (RPI 1/Zero),0.68%
RISC OS (5.28),0.60%
Manjaro ARM XFCE 21.02 (RPi 3/3+/4/400),0.55%
Ubuntu Core 18 (RPi 3/4),0.50%
OctoPi,0.44%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.36%
Ubuntu Core 18 (RPi 2/3/4),0.34%
Manjaro ARM MATE 21.02 (RPi 3/3+/4/400),0.34%
LibreELEC (RPi0/RPi1),0.27%
Manjaro ARM Minimal 21.02 (RPi 3/3+/4/400),0.20%
Recalbox 7.1.1-Reloaded (Pi 2),0.19%
Network Boot,0.15%
TLXOS RPi 4.9.3 (latest),0.04%
ALT Workstation 9.1 (Raspberry Pi 4/3),0.04%
Simply Linux 9.0 (Raspberry Pi 4),0.03%
ALT Education 9.1 (Raspberry Pi 4/3),0.02%
OctoPi (mirror),0.02%
TLXOS RPi 4.8.1 (LTS),0.01%
TLXOS RPi IoT 4.8.1 (LTS),0.00%
