Operating System,Percentage
Raspberry Pi OS (32-bit),48.26%
Raspberry Pi OS (other),24.33%
Ubuntu,12.16%
RetroPie,4.67%
Recalbox,4.33%
LibreELEC,2.91%
Misc utility images,2.22%
RISC OS Pi,0.97%
TLXOS,0.15%
