Operating System,Percentage
Raspberry Pi OS (32-bit),45.80%
Raspberry Pi OS (other),24.57%
Ubuntu,12.73%
RetroPie,5.37%
Recalbox,4.05%
LibreELEC,3.27%
Misc utility images,2.04%
RISC OS Pi,0.93%
Bootloader,0.66%
Manjaro ARM Linux,0.46%
TLXOS,0.10%
OctoPi,0.03%
