Operating System,Percentage
Raspberry Pi OS (32-bit),38.55%
Raspberry Pi OS (other),22.51%
Ubuntu,16.85%
Recalbox,5.17%
RetroPie,4.84%
Bootloader,4.73%
LibreELEC,2.69%
Manjaro ARM Linux,2.37%
Homebridge,0.92%
RISC OS Pi,0.72%
OctoPi,0.33%
info-beamer digital signage,0.21%
ALT,0.07%
TLXOS,0.03%
