Operating System,Percentage
Raspberry Pi OS (32-bit),40.72%
Raspberry Pi OS (other),22.37%
Ubuntu,16.91%
Recalbox,5.05%
RetroPie,4.85%
Bootloader,4.05%
LibreELEC,2.68%
Manjaro ARM Linux,1.98%
RISC OS Pi,0.65%
OctoPi,0.43%
info-beamer digital signage,0.18%
ALT,0.06%
TLXOS,0.06%
Misc utility images,0.00%
