Operating System,Percentage
Raspberry Pi OS (32-bit),46.67%
Raspberry Pi OS (other),24.07%
Ubuntu,11.38%
RetroPie,6.09%
Recalbox,4.96%
LibreELEC,3.43%
Misc utility images,2.34%
RISC OS Pi,0.95%
TLXOS,0.10%
