Image,Percentage
Raspberry Pi OS (32-bit),40.76%
Raspberry Pi OS Lite (32-bit),13.81%
Raspberry Pi OS Full (32-bit),8.91%
Ubuntu Desktop 21.04 (RPi 4/400),7.33%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),3.49%
Ubuntu Server 21.04 (RPi 3/4/400),2.54%
RetroPie 4.7.1 (RPI 4/400),2.53%
SD Card Boot,2.30%
USB Boot,1.92%
RetroPie 4.7.1 (RPI 2/3),1.66%
LibreELEC (RPi4),1.33%
Recalbox 7.2-Reloaded - Pi4 / Pi400,1.27%
Ubuntu Server 21.04 (RPi 2/3/4/400),1.21%
Recalbox 7.2-Reloaded - Pi3,1.19%
LibreELEC (RPi2/RPi3),1.14%
Manjaro ARM KDE Plasma 21.04 (RPi 3/3+/4/400),0.96%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.87%
RetroPie 4.7.1 (RPI 1/Zero),0.69%
Recalbox 7.2.1-Reloaded - Pi4 / Pi400,0.69%
RISC OS (5.28),0.66%
Recalbox 7.2.1-Reloaded - Pi3,0.61%
Manjaro ARM XFCE 21.04 (RPi 3/3+/4/400),0.55%
Ubuntu Core 18 (RPi 3/4),0.51%
OctoPi,0.44%
Homebridge,0.43%
Manjaro ARM MATE 21.04 (RPi 3/3+/4/400),0.36%
Recalbox 7.2-Reloaded - Pi0 / Pi1 / GPiCase,0.29%
Ubuntu Core 18 (RPi 2/3/4),0.29%
LibreELEC (RPi0/RPi1),0.25%
Manjaro ARM Minimal 21.04 (RPi 3/3+/4/400),0.21%
info-beamer OS,0.18%
Network Boot,0.16%
Recalbox 7.2.1-Reloaded - Pi0 / Pi1 / GPiCase,0.14%
Recalbox 7.2-Reloaded - Pi2,0.10%
Recalbox 7.2.1-Reloaded - Pi2,0.07%
TLXOS RPi 4.9.3 (latest),0.04%
ALT Workstation 9.1 (Raspberry Pi 4/3),0.03%
ALT Education 9.1 (Raspberry Pi 4/3),0.02%
info-beamer OS (testing),0.02%
Simply Linux 9.1 (Raspberry Pi 4/3),0.02%
TLXOS RPi 4.8.1 (LTS),0.01%
OctoPi (mirror),0.01%
TLXOS RPi IoT 4.8.1 (LTS),0.00%
