Operating System,Percentage
Raspberry Pi OS (32-bit),44.12%
Raspberry Pi OS (other),23.64%
Ubuntu,14.30%
RetroPie,4.48%
Bootloader,4.18%
Recalbox,3.46%
LibreELEC,2.63%
Manjaro ARM Linux,1.73%
RISC OS Pi,0.60%
OctoPi,0.52%
info-beamer digital signage,0.23%
ALT,0.06%
TLXOS,0.04%
