Operating System,Percentage
Raspberry Pi OS (32-bit),47.97%
Raspberry Pi OS (other),24.21%
Ubuntu,11.97%
RetroPie,4.72%
Recalbox,4.18%
LibreELEC,3.38%
Misc utility images,2.36%
RISC OS Pi,1.06%
TLXOS,0.14%
