Operating System,Percentage
Raspberry Pi OS (32-bit),45.06%
Raspberry Pi OS (other),24.26%
Ubuntu,12.99%
RetroPie,5.41%
Recalbox,3.86%
LibreELEC,3.16%
Bootloader,1.73%
Misc utility images,1.44%
Manjaro ARM Linux,1.01%
RISC OS Pi,0.87%
OctoPi,0.13%
TLXOS,0.08%
