Image,Percentage
Raspberry Pi OS (32-bit),46.45%
Raspberry Pi OS Lite (32-bit),14.83%
Raspberry Pi OS Full (32-bit),10.32%
Ubuntu Desktop 20.10 (RPi 4/400),5.84%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),2.69%
Raspberry Pi 4 EEPROM boot recovery,2.43%
RetroPie 4.7.1 (RPI 4/400),2.41%
Ubuntu Server 20.10 (RPi 3/4/400),1.93%
Recalbox 7.1.1-Reloaded (Pi 3),1.83%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.69%
LibreELEC (RPi4),1.63%
RetroPie 4.7.1 (RPI 2/3),1.52%
LibreELEC (RPi2/RPi3),1.33%
Ubuntu Server 20.10 (RPi 2/3/4/400),1.05%
RISC OS (5.28),1.01%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.65%
RetroPie 4.7.1 (RPI 1/Zero),0.59%
Ubuntu Core 18 (RPi 3/4),0.51%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.37%
LibreELEC (RPi0/RPi1),0.37%
Ubuntu Core 18 (RPi 2/3/4),0.35%
Recalbox 7.1.1-Reloaded (Pi 2),0.11%
TLXOS RPi 4.9.3 (latest),0.09%
TLXOS RPi IoT 4.8.1 (LTS),0.01%
