Operating System,Percentage
Raspberry Pi OS (32-bit),40.57%
Raspberry Pi OS (other),22.66%
Ubuntu,16.83%
RetroPie,4.55%
Bootloader,4.29%
Recalbox,4.02%
LibreELEC,2.72%
Manjaro ARM Linux,1.92%
Homebridge,0.90%
RISC OS Pi,0.75%
OctoPi,0.45%
info-beamer digital signage,0.22%
TLXOS,0.09%
ALT,0.05%
