Image,Percentage
Raspberry Pi OS (32-bit),43.18%
Raspberry Pi OS Lite (32-bit),14.63%
Raspberry Pi OS Full (32-bit),9.68%
Ubuntu Desktop 20.10 (RPi 4/400),6.25%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),3.45%
RetroPie 4.7.1 (RPI 4/400),2.59%
USB Boot,2.20%
Ubuntu Server 20.10 (RPi 3/4/400),2.14%
SD Card Boot,1.78%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.65%
Recalbox 7.1.1-Reloaded (Pi 3),1.39%
RetroPie 4.7.1 (RPI 2/3),1.30%
LibreELEC (RPi4),1.28%
Ubuntu Server 20.10 (RPi 2/3/4/400),1.20%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),1.03%
Manjaro ARM KDE Plasma 21.04 (RPi 3/3+/4/400),0.92%
LibreELEC (RPi2/RPi3),0.85%
RetroPie 4.7.1 (RPI 1/Zero),0.70%
RISC OS (5.28),0.59%
Ubuntu Core 18 (RPi 3/4),0.57%
OctoPi,0.51%
Manjaro ARM XFCE 21.04 (RPi 3/3+/4/400),0.48%
Ubuntu Core 18 (RPi 2/3/4),0.33%
LibreELEC (RPi0/RPi1),0.25%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.23%
Manjaro ARM Minimal 21.04 (RPi 3/3+/4/400),0.21%
Manjaro ARM MATE 21.04 (RPi 3/3+/4/400),0.20%
Recalbox 7.1.1-Reloaded (Pi 2),0.10%
Network Boot,0.10%
TLXOS RPi 4.9.3 (latest),0.05%
ALT Workstation 9.1 (Raspberry Pi 4/3),0.05%
ALT Education 9.1 (Raspberry Pi 4/3),0.03%
TLXOS RPi 4.8.1 (LTS),0.02%
OctoPi (mirror),0.02%
TLXOS RPi IoT 4.8.1 (LTS),0.01%
Simply Linux 9.0 (Raspberry Pi 4),0.01%
