Operating System,Percentage
Raspberry Pi OS (32-bit),38.32%
Raspberry Pi OS (other),21.87%
Ubuntu,14.74%
Bootloader,5.42%
OctoPi,4.91%
RetroPie,4.18%
Recalbox,2.73%
Manjaro ARM Linux,2.04%
LibreELEC,1.67%
OSMC,1.34%
Home Assistant,1.07%
Homebridge,0.86%
RISC OS Pi,0.61%
info-beamer digital signage,0.15%
TLXOS,0.05%
ALT,0.05%
