Operating System,Percentage
Raspberry Pi OS (32-bit),42.91%
Raspberry Pi OS (other),23.87%
Ubuntu,14.02%
RetroPie,4.96%
Bootloader,4.31%
Recalbox,3.58%
LibreELEC,2.87%
Manjaro ARM Linux,2.16%
RISC OS Pi,0.69%
OctoPi,0.46%
ALT,0.08%
TLXOS,0.06%
info-beamer digital signage,0.02%
