Operating System,Percentage
Raspberry Pi OS (32-bit),46.67%
Raspberry Pi OS (other),24.70%
Ubuntu,12.39%
RetroPie,5.07%
Recalbox,4.42%
LibreELEC,3.33%
Misc utility images,2.31%
RISC OS Pi,0.99%
TLXOS,0.11%
