Operating System,Percentage
Raspberry Pi OS (32-bit),40.96%
Raspberry Pi OS (other),23.36%
Ubuntu,16.81%
Bootloader,4.23%
RetroPie,3.85%
Recalbox,3.21%
LibreELEC,2.38%
Manjaro ARM Linux,2.09%
Home Assistant,0.80%
Homebridge,0.74%
RISC OS Pi,0.66%
OctoPi,0.61%
info-beamer digital signage,0.20%
ALT,0.06%
TLXOS,0.04%
