Image,Percentage
Raspberry Pi OS (32-bit),47.30%
Raspberry Pi OS Lite (32-bit),14.68%
Raspberry Pi OS Full (32-bit),9.95%
Ubuntu Desktop 20.10 (RPi 4/400),5.60%
RetroPie 4.7.1 (RPI 4/400),2.71%
Raspberry Pi 4 EEPROM boot recovery,2.24%
Ubuntu Server 20.04.1 LTS (RPi 3/4),2.18%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),2.03%
Recalbox 7.1.1-Reloaded (Pi 3),1.97%
RetroPie 4.7.1 (RPI 2/3),1.67%
Ubuntu Server 20.10 (RPi 3/4/400),1.64%
LibreELEC (RPi4),1.63%
LibreELEC (RPi2/RPi3),1.29%
RISC OS (5.28),1.02%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.95%
RetroPie 4.7.1 (RPI 1/Zero),0.65%
Ubuntu Server 20.04.1 LTS (RPi 2/3/4),0.61%
Ubuntu Core 18 (RPi 3/4),0.49%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.42%
Ubuntu Core 18 (RPi 2/3/4),0.32%
LibreELEC (RPi0/RPi1),0.32%
Recalbox 7.1.1-Reloaded (Pi 2),0.23%
TLXOS RPi 4.9.2 (latest),0.09%
TLXOS RPi 4.8.0 (LTS),0.01%
TLXOS RPi IoT 4.8.0 (LTS),0.01%
