Operating System,Percentage
Raspberry Pi OS (32-bit),47.16%
Raspberry Pi OS (other),24.89%
Ubuntu,11.91%
RetroPie,5.00%
Recalbox,4.53%
LibreELEC,3.17%
Misc utility images,2.27%
RISC OS Pi,0.97%
TLXOS,0.12%
