Image,Percentage
Raspberry Pi OS (32-bit),39.21%
Raspberry Pi OS Lite (32-bit),13.88%
Raspberry Pi OS Full (32-bit),8.40%
Ubuntu Desktop 21.04 (RPi 4/400),6.28%
OctoPi,4.32%
Ubuntu Server 20.04.3 LTS (RPi 3/4/400),3.40%
USB Boot,3.29%
Ubuntu Server 21.04 (RPi 3/4/400),2.55%
SD Card Boot,2.18%
RetroPie 4.7.1 (RPI 4/400),2.02%
RetroPie 4.7.1 (RPI 2/3),1.42%
LibreELEC (RPi4),1.42%
Ubuntu Server 21.04 (RPi 2/3/4/400),1.20%
Recalbox 7.2.2-Reloaded - Pi4 / Pi400,1.11%
Recalbox 7.2.2-Reloaded - Pi3,1.06%
Ubuntu Server 20.04.3 LTS (RPi 2/3/4/400),0.96%
OSMC (Pi 2/3),0.80%
Manjaro ARM KDE Plasma 21.08 (RPi 3/3+/4/400),0.80%
Home Assistant OS 6.2 (RPi 4/400),0.63%
Homebridge,0.62%
OSMC (Pi 4 / Pi 400),0.55%
RISC OS (5.28),0.51%
Manjaro ARM XFCE 21.08 (RPi 3/3+/4/400),0.47%
Ubuntu Core 20 (RPi 3/4),0.41%
RetroPie 4.7.1 (RPI 1/Zero),0.36%
Ubuntu Core 20 (RPi 2/3/4),0.34%
Home Assistant OS 6.2 (RPi 3),0.31%
Manjaro ARM MATE 21.08 (RPi 3/3+/4/400),0.20%
OSMC (Pi 0/1),0.18%
Network Boot,0.17%
Manjaro ARM Minimal 21.08 (RPi 3/3+/4/400),0.16%
Manjaro ARM Gnome 21.08 (RPi 3/3+/4/400),0.16%
Recalbox 7.2.2-Reloaded - Pi0 / Pi1 / GPiCase,0.14%
Manjaro ARM Sway 21.08 (RPi 3/3+/4/400),0.14%
info-beamer OS,0.08%
OctoPi (mirror),0.07%
Recalbox 7.2.2-Reloaded - Pi2,0.07%
TLXOS RPi 4.10.0 (latest),0.06%
info-beamer OS (testing),0.04%
Simply Linux 9.1 (Raspberry Pi 4/3),0.03%
ALT Workstation 9.2 (Raspberry Pi 4/3),0.03%
TLXOS RPi 4.8.2 (LTS),0.02%
