Operating System,Percentage
Raspberry Pi OS (32-bit),38.75%
Raspberry Pi OS (other),23.05%
Ubuntu,14.57%
Bootloader,5.16%
OctoPi,4.70%
RetroPie,3.85%
Recalbox,2.52%
Manjaro ARM Linux,1.93%
LibreELEC,1.42%
OSMC,1.28%
Home Assistant,1.02%
Homebridge,0.91%
RISC OS Pi,0.58%
info-beamer digital signage,0.14%
ALT,0.05%
TLXOS,0.05%
