Operating System,Percentage
Raspberry Pi OS (32-bit),48.64%
Raspberry Pi OS (other),24.84%
Ubuntu,12.35%
RetroPie,4.52%
Recalbox,3.53%
LibreELEC,2.83%
Misc utility images,2.19%
RISC OS Pi,0.95%
TLXOS,0.13%
