Operating System,Percentage
Raspberry Pi OS (32-bit),44.72%
Raspberry Pi OS (other),24.13%
Ubuntu,13.24%
RetroPie,5.32%
Recalbox,3.75%
LibreELEC,3.10%
Bootloader,2.16%
Manjaro ARM Linux,1.26%
Misc utility images,1.17%
RISC OS Pi,0.85%
OctoPi,0.19%
TLXOS,0.09%
