Image,Percentage
Raspberry Pi OS (32-bit),40.89%
Raspberry Pi OS Lite (32-bit),13.82%
Raspberry Pi OS Full (32-bit),8.84%
Ubuntu Desktop 21.04 (RPi 4/400),7.38%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),3.45%
RetroPie 4.7.1 (RPI 4/400),2.58%
Ubuntu Server 21.04 (RPi 3/4/400),2.50%
SD Card Boot,2.27%
USB Boot,1.91%
RetroPie 4.7.1 (RPI 2/3),1.64%
Recalbox 7.2-Reloaded - Pi4 / Pi400,1.53%
Recalbox 7.2-Reloaded - Pi3,1.49%
LibreELEC (RPi4),1.34%
Ubuntu Server 21.04 (RPi 2/3/4/400),1.20%
LibreELEC (RPi2/RPi3),1.16%
Manjaro ARM KDE Plasma 21.04 (RPi 3/3+/4/400),0.99%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.89%
RetroPie 4.7.1 (RPI 1/Zero),0.68%
RISC OS (5.28),0.67%
Manjaro ARM XFCE 21.04 (RPi 3/3+/4/400),0.54%
Ubuntu Core 18 (RPi 3/4),0.52%
OctoPi,0.45%
Recalbox 7.2.1-Reloaded - Pi4 / Pi400,0.42%
Manjaro ARM MATE 21.04 (RPi 3/3+/4/400),0.36%
Recalbox 7.2-Reloaded - Pi0 / Pi1 / GPiCase,0.35%
Recalbox 7.2.1-Reloaded - Pi3,0.34%
Homebridge,0.32%
Ubuntu Core 18 (RPi 2/3/4),0.28%
LibreELEC (RPi0/RPi1),0.24%
Manjaro ARM Minimal 21.04 (RPi 3/3+/4/400),0.21%
info-beamer OS,0.18%
Network Boot,0.16%
Recalbox 7.2-Reloaded - Pi2,0.13%
Recalbox 7.2.1-Reloaded - Pi0 / Pi1 / GPiCase,0.09%
TLXOS RPi 4.9.3 (latest),0.04%
ALT Workstation 9.1 (Raspberry Pi 4/3),0.03%
Recalbox 7.2.1-Reloaded - Pi2,0.03%
info-beamer OS (testing),0.02%
ALT Education 9.1 (Raspberry Pi 4/3),0.02%
Simply Linux 9.1 (Raspberry Pi 4/3),0.01%
OctoPi (mirror),0.01%
TLXOS RPi 4.8.1 (LTS),0.01%
TLXOS RPi IoT 4.8.1 (LTS),0.00%
