Operating System,Percentage
Raspberry Pi OS (32-bit),41.66%
Raspberry Pi OS (other),22.54%
Ubuntu,17.09%
RetroPie,4.45%
Recalbox,4.16%
Bootloader,4.13%
LibreELEC,2.57%
Manjaro ARM Linux,1.94%
RISC OS Pi,0.71%
OctoPi,0.45%
info-beamer digital signage,0.20%
TLXOS,0.05%
ALT,0.04%
