Image,Percentage
Raspberry Pi OS (32-bit),41.20%
Raspberry Pi OS Lite (32-bit),13.78%
Raspberry Pi OS Full (32-bit),8.91%
Ubuntu Desktop 21.04 (RPi 4/400),7.41%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),3.48%
RetroPie 4.7.1 (RPI 4/400),2.51%
Ubuntu Server 21.04 (RPi 3/4/400),2.47%
SD Card Boot,2.31%
USB Boot,1.90%
Recalbox 7.2-Reloaded - Pi4 / Pi400,1.80%
Recalbox 7.2-Reloaded - Pi3,1.70%
RetroPie 4.7.1 (RPI 2/3),1.59%
LibreELEC (RPi4),1.32%
Ubuntu Server 21.04 (RPi 2/3/4/400),1.20%
LibreELEC (RPi2/RPi3),1.19%
Manjaro ARM KDE Plasma 21.04 (RPi 3/3+/4/400),0.98%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.86%
RetroPie 4.7.1 (RPI 1/Zero),0.68%
RISC OS (5.28),0.67%
Ubuntu Core 18 (RPi 3/4),0.54%
Manjaro ARM XFCE 21.04 (RPi 3/3+/4/400),0.52%
OctoPi,0.45%
Recalbox 7.2-Reloaded - Pi0 / Pi1 / GPiCase,0.41%
Manjaro ARM MATE 21.04 (RPi 3/3+/4/400),0.35%
Ubuntu Core 18 (RPi 2/3/4),0.29%
LibreELEC (RPi0/RPi1),0.23%
Homebridge,0.22%
Manjaro ARM Minimal 21.04 (RPi 3/3+/4/400),0.20%
info-beamer OS,0.19%
Network Boot,0.16%
Recalbox 7.2-Reloaded - Pi2,0.14%
Recalbox 7.2.1-Reloaded - Pi4 / Pi400,0.10%
Recalbox 7.2.1-Reloaded - Pi3,0.06%
TLXOS RPi 4.9.3 (latest),0.04%
ALT Workstation 9.1 (Raspberry Pi 4/3),0.03%
info-beamer OS (testing),0.02%
ALT Education 9.1 (Raspberry Pi 4/3),0.02%
Recalbox 7.2.1-Reloaded - Pi0 / Pi1 / GPiCase,0.02%
Simply Linux 9.1 (Raspberry Pi 4/3),0.01%
OctoPi (mirror),0.01%
TLXOS RPi 4.8.1 (LTS),0.01%
Recalbox 7.2.1-Reloaded - Pi2,0.01%
TLXOS RPi IoT 4.8.1 (LTS),0.01%
