Operating System,Percentage
Raspberry Pi OS (32-bit),46.46%
Raspberry Pi OS (other),25.15%
Ubuntu,13.00%
RetroPie,4.53%
Recalbox,4.00%
LibreELEC,3.33%
Misc utility images,2.43%
RISC OS Pi,1.01%
TLXOS,0.10%
