Image,Percentage
Raspberry Pi OS (32-bit),46.40%
Raspberry Pi OS Lite (32-bit),14.09%
Raspberry Pi OS Full (32-bit),9.96%
Ubuntu Desktop 20.10 (RPi 4/400),5.68%
RetroPie 4.7.1 (RPI 4/400),3.30%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),2.37%
Raspberry Pi 4 EEPROM boot recovery,2.36%
Recalbox 7.1.1-Reloaded (Pi 3),2.23%
Ubuntu Server 20.04.1 LTS (RPi 3/4),2.09%
RetroPie 4.7.1 (RPI 2/3),1.79%
LibreELEC (RPi4),1.68%
Ubuntu Server 20.10 (RPi 3/4/400),1.61%
LibreELEC (RPi2/RPi3),1.44%
RISC OS (5.28),0.97%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.88%
RetroPie 4.7.1 (RPI 1/Zero),0.74%
Ubuntu Server 20.04.1 LTS (RPi 2/3/4),0.59%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.45%
Ubuntu Core 18 (RPi 3/4),0.45%
LibreELEC (RPi0/RPi1),0.30%
Ubuntu Core 18 (RPi 2/3/4),0.27%
Recalbox 7.1.1-Reloaded (Pi 2),0.25%
TLXOS RPi 4.9.2 (latest),0.09%
TLXOS RPi IoT 4.8.0 (LTS),0.01%
TLXOS RPi 4.8.0 (LTS),0.01%
