Operating System,Percentage
Raspberry Pi OS (32-bit),47.14%
Raspberry Pi OS (other),24.83%
Ubuntu,12.00%
RetroPie,4.99%
Recalbox,4.51%
LibreELEC,3.20%
Misc utility images,2.26%
RISC OS Pi,0.96%
TLXOS,0.12%
