Operating System,Percentage
Raspberry Pi OS (32-bit),46.26%
Raspberry Pi OS (other),24.94%
Ubuntu,12.69%
RetroPie,5.35%
Recalbox,4.06%
LibreELEC,3.26%
Misc utility images,2.40%
RISC OS Pi,0.94%
TLXOS,0.09%
