Image,Percentage
Raspberry Pi OS (32-bit),46.50%
Raspberry Pi OS Lite (32-bit),14.82%
Raspberry Pi OS Full (32-bit),10.80%
Ubuntu Desktop 20.10 (RPi 4/400),5.75%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),2.58%
RetroPie 4.7.1 (RPI 4/400),2.55%
Raspberry Pi 4 EEPROM boot recovery,2.39%
Ubuntu Server 20.10 (RPi 3/4/400),1.64%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.59%
Recalbox 7.1.1-Reloaded (Pi 3),1.59%
LibreELEC (RPi4),1.58%
RetroPie 4.7.1 (RPI 2/3),1.53%
LibreELEC (RPi2/RPi3),1.16%
Ubuntu Server 20.10 (RPi 2/3/4/400),1.09%
RISC OS (5.28),0.88%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.73%
RetroPie 4.7.1 (RPI 1/Zero),0.73%
Ubuntu Core 18 (RPi 3/4),0.63%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.45%
Ubuntu Core 18 (RPi 2/3/4),0.40%
LibreELEC (RPi0/RPi1),0.26%
Recalbox 7.1.1-Reloaded (Pi 2),0.23%
TLXOS RPi 4.9.3 (latest),0.08%
TLXOS RPi 4.8.1 (LTS),0.04%
