Operating System,Percentage
Raspberry Pi OS (32-bit),38.27%
Raspberry Pi OS (other),22.02%
Ubuntu,14.62%
Bootloader,5.45%
OctoPi,4.89%
RetroPie,4.15%
Recalbox,2.75%
Manjaro ARM Linux,2.06%
LibreELEC,1.65%
OSMC,1.37%
Home Assistant,1.05%
Homebridge,0.87%
RISC OS Pi,0.60%
info-beamer digital signage,0.14%
TLXOS,0.05%
ALT,0.05%
