Operating System,Percentage
Raspberry Pi OS (32-bit),46.54%
Raspberry Pi OS (other),25.86%
Ubuntu,11.50%
Recalbox,5.12%
RetroPie,4.85%
LibreELEC,3.15%
Misc utility images,1.97%
RISC OS Pi,0.95%
TLXOS,0.05%
