Image,Percentage
Raspberry Pi OS (32-bit),46.48%
Raspberry Pi OS Lite (32-bit),13.84%
Raspberry Pi OS Full (32-bit),10.73%
Ubuntu Desktop 20.10 (RPi 4/400),5.91%
Raspberry Pi 4 EEPROM boot recovery,2.67%
RetroPie 4.7.1 (RPI 4/400),2.63%
Ubuntu Server 20.04.1 LTS (RPi 3/4),2.29%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),2.04%
Recalbox 7.1.1-Reloaded (Pi 3),2.04%
LibreELEC (RPi4),1.90%
Ubuntu Server 20.10 (RPi 3/4/400),1.57%
RetroPie 4.7.1 (RPI 2/3),1.53%
LibreELEC (RPi2/RPi3),1.35%
RISC OS (5.28),1.25%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.84%
RetroPie 4.7.1 (RPI 1/Zero),0.62%
Ubuntu Server 20.04.1 LTS (RPi 2/3/4),0.53%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.44%
Ubuntu Core 18 (RPi 3/4),0.43%
Ubuntu Core 18 (RPi 2/3/4),0.30%
LibreELEC (RPi0/RPi1),0.28%
Recalbox 7.1.1-Reloaded (Pi 2),0.19%
TLXOS RPi 4.9.2 (latest),0.09%
TLXOS RPi 4.8.0 (LTS),0.01%
