Operating System,Percentage
Raspberry Pi OS (32-bit),47.06%
Raspberry Pi OS (other),24.74%
Ubuntu,12.13%
RetroPie,4.97%
Recalbox,4.49%
LibreELEC,3.26%
Misc utility images,2.27%
RISC OS Pi,0.97%
TLXOS,0.12%
