Image,Percentage
Raspberry Pi OS (32-bit),38.26%
Raspberry Pi OS Lite (32-bit),13.21%
Raspberry Pi OS Full (32-bit),8.95%
Ubuntu Desktop 21.04 (RPi 4/400),8.24%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),3.45%
RetroPie 4.7.1 (RPI 4/400),2.80%
Ubuntu Server 21.04 (RPi 3/4/400),2.67%
Recalbox 7.2.1-Reloaded - Pi4 / Pi400,2.23%
SD Card Boot,2.18%
USB Boot,2.16%
Recalbox 7.2.1-Reloaded - Pi3,1.80%
RetroPie 4.7.1 (RPI 2/3),1.65%
LibreELEC (RPi4),1.44%
Ubuntu Server 21.04 (RPi 2/3/4/400),1.33%
LibreELEC (RPi2/RPi3),1.22%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.95%
Manjaro ARM KDE Plasma 21.04 (RPi 3/3+/4/400),0.85%
RISC OS (5.28),0.73%
Homebridge,0.66%
Manjaro ARM XFCE 21.04 (RPi 3/3+/4/400),0.59%
RetroPie 4.7.1 (RPI 1/Zero),0.50%
Ubuntu Core 18 (RPi 3/4),0.43%
OctoPi,0.42%
Manjaro ARM MATE 21.04 (RPi 3/3+/4/400),0.40%
Home Assistant OS 5.13 (RPi 4/400),0.38%
Manjaro ARM Minimal 21.04 (RPi 3/3+/4/400),0.36%
Ubuntu Core 18 (RPi 2/3/4),0.36%
Recalbox 7.2.1-Reloaded - Pi0 / Pi1 / GPiCase,0.36%
Home Assistant OS 5.13 (RPi 3),0.30%
LibreELEC (RPi0/RPi1),0.29%
Recalbox 7.2.1-Reloaded - Pi2,0.23%
info-beamer OS,0.23%
Network Boot,0.15%
ALT Education 9.1 (Raspberry Pi 4/3),0.09%
TLXOS RPi 4.10.0 (latest),0.05%
TLXOS RPi 4.8.2 (LTS),0.03%
ALT Workstation 9.1 (Raspberry Pi 4/3),0.03%
info-beamer OS (testing),0.01%
Simply Linux 9.1 (Raspberry Pi 4/3),0.01%
OctoPi (mirror),0.01%
