Operating System,Percentage
Raspberry Pi OS (32-bit),40.10%
Raspberry Pi OS (other),22.77%
Ubuntu,16.63%
RetroPie,4.72%
Bootloader,4.33%
Recalbox,4.32%
LibreELEC,2.71%
Manjaro ARM Linux,2.02%
Homebridge,0.90%
RISC OS Pi,0.73%
OctoPi,0.44%
info-beamer digital signage,0.21%
TLXOS,0.06%
ALT,0.06%
