Operating System,Percentage
Raspberry Pi OS (32-bit),40.71%
Raspberry Pi OS (other),22.07%
Ubuntu,15.07%
Bootloader,4.96%
OctoPi,4.25%
RetroPie,3.48%
Recalbox,2.21%
Manjaro ARM Linux,1.76%
LibreELEC,1.28%
OSMC,1.11%
Home Assistant,1.06%
Homebridge,0.93%
RISC OS Pi,0.80%
info-beamer digital signage,0.20%
ALT,0.06%
TLXOS,0.05%
