Operating System,Percentage
Raspberry Pi OS (32-bit),41.30%
Raspberry Pi OS (other),22.80%
Ubuntu,16.22%
RetroPie,4.71%
Bootloader,4.40%
Recalbox,4.26%
LibreELEC,2.71%
Manjaro ARM Linux,2.05%
RISC OS Pi,0.67%
OctoPi,0.45%
info-beamer digital signage,0.21%
Homebridge,0.11%
ALT,0.06%
TLXOS,0.05%
