Operating System,Percentage
Raspberry Pi OS (32-bit),38.51%
Raspberry Pi OS (other),22.39%
Ubuntu,14.74%
Bootloader,5.32%
OctoPi,4.84%
RetroPie,4.08%
Recalbox,2.64%
Manjaro ARM Linux,1.91%
LibreELEC,1.46%
OSMC,1.34%
Home Assistant,1.03%
Homebridge,0.89%
RISC OS Pi,0.60%
info-beamer digital signage,0.14%
TLXOS,0.05%
ALT,0.05%
