Operating System,Percentage
Raspberry Pi OS (32-bit),47.12%
Raspberry Pi OS (other),24.89%
Ubuntu,11.93%
RetroPie,5.01%
Recalbox,4.54%
LibreELEC,3.19%
Misc utility images,2.26%
RISC OS Pi,0.97%
TLXOS,0.12%
