Operating System,Percentage
Raspberry Pi OS (32-bit),38.41%
Raspberry Pi OS (other),22.20%
Ubuntu,14.56%
Bootloader,5.38%
OctoPi,4.85%
RetroPie,4.09%
Recalbox,2.71%
Manjaro ARM Linux,2.05%
LibreELEC,1.59%
OSMC,1.37%
Home Assistant,1.05%
Homebridge,0.88%
RISC OS Pi,0.60%
info-beamer digital signage,0.15%
TLXOS,0.05%
ALT,0.05%
