Image,Percentage
Raspberry Pi OS (32-bit),48.64%
Raspberry Pi OS Lite (32-bit),15.18%
Raspberry Pi OS Full (32-bit),9.67%
Ubuntu Desktop 20.10 (RPi 4/400),6.03%
RetroPie 4.7.1 (RPI 4/400),2.65%
Ubuntu Server 20.04.1 LTS (RPi 3/4),2.27%
Raspberry Pi 4 EEPROM boot recovery,2.19%
Ubuntu Server 20.10 (RPi 3/4/400),1.67%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.57%
Recalbox 7.1.1-Reloaded (Pi 3),1.48%
LibreELEC (RPi4),1.44%
RetroPie 4.7.1 (RPI 2/3),1.38%
LibreELEC (RPi2/RPi3),1.22%
Ubuntu Server 20.10 (RPi 2/3/4/400),1.15%
RISC OS (5.28),0.95%
Ubuntu Server 20.04.1 LTS (RPi 2/3/4),0.49%
RetroPie 4.7.1 (RPI 1/Zero),0.49%
Ubuntu Core 18 (RPi 3/4),0.45%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.41%
Ubuntu Core 18 (RPi 2/3/4),0.29%
LibreELEC (RPi0/RPi1),0.18%
TLXOS RPi 4.9.2 (latest),0.11%
Recalbox 7.1.1-Reloaded (Pi 2),0.07%
TLXOS RPi 4.8.0 (LTS),0.02%
