Operating System,Percentage
Raspberry Pi OS (32-bit),40.37%
Raspberry Pi OS (other),22.46%
Ubuntu,17.08%
RetroPie,4.56%
Bootloader,4.25%
Recalbox,3.86%
LibreELEC,2.75%
Manjaro ARM Linux,1.87%
RISC OS Pi,0.80%
Homebridge,0.78%
OctoPi,0.46%
Home Assistant,0.33%
info-beamer digital signage,0.17%
TLXOS,0.17%
ALT,0.08%
