Operating System,Percentage
Raspberry Pi OS (32-bit),47.05%
Raspberry Pi OS (other),24.63%
Ubuntu,11.69%
RetroPie,5.36%
Recalbox,4.64%
LibreELEC,3.24%
Misc utility images,2.32%
RISC OS Pi,0.95%
TLXOS,0.11%
