Operating System,Percentage
Raspberry Pi OS (32-bit),46.39%
Raspberry Pi OS (other),24.50%
Ubuntu,12.56%
RetroPie,4.98%
Recalbox,4.56%
LibreELEC,3.47%
Misc utility images,2.42%
RISC OS Pi,0.99%
TLXOS,0.12%
