Operating System,Percentage
Raspberry Pi OS (32-bit),42.48%
Raspberry Pi OS (other),23.43%
Ubuntu,14.85%
RetroPie,4.93%
Bootloader,4.27%
Recalbox,3.60%
LibreELEC,2.85%
Manjaro ARM Linux,2.10%
RISC OS Pi,0.62%
OctoPi,0.54%
info-beamer digital signage,0.20%
ALT,0.07%
TLXOS,0.05%
