Operating System,Percentage
Raspberry Pi OS (32-bit),45.97%
Raspberry Pi OS (other),24.83%
Ubuntu,12.82%
RetroPie,5.36%
Recalbox,4.26%
LibreELEC,3.35%
Misc utility images,2.31%
RISC OS Pi,0.99%
TLXOS,0.11%
