Operating System,Percentage
Raspberry Pi OS (32-bit),43.12%
Raspberry Pi OS (other),23.88%
Ubuntu,14.00%
RetroPie,4.93%
Bootloader,4.28%
Recalbox,3.52%
LibreELEC,2.83%
Manjaro ARM Linux,2.15%
RISC OS Pi,0.69%
OctoPi,0.46%
ALT,0.07%
TLXOS,0.06%
info-beamer digital signage,0.01%
