Operating System,Percentage
Raspberry Pi OS (32-bit),42.56%
Raspberry Pi OS (other),23.41%
Ubuntu,14.67%
RetroPie,5.07%
Bootloader,4.28%
Recalbox,3.49%
LibreELEC,2.88%
Manjaro ARM Linux,2.30%
RISC OS Pi,0.81%
OctoPi,0.45%
TLXOS,0.08%
ALT,0.00%
