Image,Percentage
Raspberry Pi OS (32-bit),38.09%
Raspberry Pi OS Lite (32-bit),14.46%
Raspberry Pi OS Full (32-bit),8.07%
OctoPi,7.37%
Ubuntu Desktop 21.04 (RPi 4/400),5.70%
Ubuntu Server 20.04.3 LTS (RPi 3/4/400),3.20%
Ubuntu Server 21.04 (RPi 3/4/400),2.70%
USB Boot,2.62%
SD Card Boot,2.08%
RetroPie 4.7.1 (RPI 4/400),1.70%
RetroPie 4.7.1 (RPI 2/3),1.38%
LibreELEC (RPi4),1.20%
Recalbox 7.2.2-Reloaded - Pi4 / Pi400,1.12%
Recalbox 7.2.2-Reloaded - Pi3,0.99%
Ubuntu Server 21.04 (RPi 2/3/4/400),0.98%
Ubuntu Server 20.04.3 LTS (RPi 2/3/4/400),0.82%
Homebridge,0.80%
Home Assistant OS 6.2 (RPi 4/400),0.72%
Manjaro ARM KDE Plasma 21.08 (RPi 3/3+/4/400),0.68%
OSMC (Pi 2/3),0.65%
RetroPie 4.7.1 (RPI 1/Zero),0.49%
OSMC (Pi 4 / Pi 400),0.47%
Manjaro ARM XFCE 21.08 (RPi 3/3+/4/400),0.47%
RISC OS (5.28),0.45%
Ubuntu Core 20 (RPi 3/4),0.43%
Ubuntu Core 20 (RPi 2/3/4),0.33%
Home Assistant OS 6.2 (RPi 3),0.32%
Manjaro ARM Gnome 21.08 (RPi 3/3+/4/400),0.24%
Recalbox 7.2.2-Reloaded - Pi0 / Pi1 / GPiCase,0.23%
OctoPi (mirror),0.23%
Manjaro ARM Minimal 21.08 (RPi 3/3+/4/400),0.17%
info-beamer OS,0.14%
Network Boot,0.14%
Recalbox 7.2.2-Reloaded - Pi2,0.13%
Manjaro ARM MATE 21.08 (RPi 3/3+/4/400),0.12%
OSMC (Pi 0/1),0.06%
Manjaro ARM Sway 21.08 (RPi 3/3+/4/400),0.06%
ALT Workstation 9.2 (Raspberry Pi 4/3),0.06%
Simply Linux 9.1 (Raspberry Pi 4/3),0.03%
info-beamer OS (testing),0.03%
TLXOS RPi 4.10.0 (latest),0.02%
ALT Education 9.2 (Raspberry Pi 4/3),0.02%
