Image,Percentage
Raspberry Pi OS (32-bit),45.78%
Raspberry Pi OS Lite (32-bit),14.51%
Raspberry Pi OS Full (32-bit),9.96%
Ubuntu Desktop 20.10 (RPi 4/400),5.81%
RetroPie 4.7.1 (RPI 4/400),2.74%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),2.55%
Raspberry Pi 4 EEPROM boot recovery,2.06%
RetroPie 4.7.1 (RPI 2/3),1.83%
Ubuntu Server 20.10 (RPi 3/4/400),1.75%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.69%
Recalbox 7.1.1-Reloaded (Pi 3),1.57%
LibreELEC (RPi4),1.55%
LibreELEC (RPi2/RPi3),1.40%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.95%
RISC OS (5.28),0.88%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.75%
RetroPie 4.7.1 (RPI 1/Zero),0.74%
Ubuntu Core 18 (RPi 3/4),0.54%
Manjaro ARM KDE Plasma 21.02 (RPi 3/3+/4/400),0.42%
SD Card Boot,0.40%
USB Boot,0.39%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.37%
Ubuntu Core 18 (RPi 2/3/4),0.32%
LibreELEC (RPi0/RPi1),0.28%
Recalbox 7.1.1-Reloaded (Pi 2),0.19%
Manjaro ARM XFCE 21.02 (RPi 3/3+/4/400),0.19%
Manjaro ARM MATE 21.02 (RPi 3/3+/4/400),0.13%
Manjaro ARM Minimal 21.02 (RPi 3/3+/4/400),0.08%
TLXOS RPi 4.9.3 (latest),0.07%
Network Boot,0.04%
TLXOS RPi IoT 4.8.1 (LTS),0.02%
TLXOS RPi 4.8.1 (LTS),0.02%
