Image,Percentage
Raspberry Pi OS (32-bit),46.74%
Raspberry Pi OS Lite (32-bit),14.79%
Raspberry Pi OS Full (32-bit),9.95%
Ubuntu Desktop 20.10 (RPi 4/400),5.77%
RetroPie 4.7.1 (RPI 4/400),2.66%
Raspberry Pi 4 EEPROM boot recovery,2.26%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.91%
Recalbox 7.1.1-Reloaded (Pi 3),1.80%
Ubuntu Server 20.10 (RPi 3/4/400),1.63%
LibreELEC (RPi4),1.59%
RetroPie 4.7.1 (RPI 2/3),1.59%
LibreELEC (RPi2/RPi3),1.38%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),1.19%
Ubuntu Server 20.04.1 LTS (RPi 3/4),1.10%
RISC OS (5.28),0.98%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.95%
RetroPie 4.7.1 (RPI 1/Zero),0.71%
Ubuntu Core 18 (RPi 3/4),0.58%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.42%
Ubuntu Server 20.04.1 LTS (RPi 2/3/4),0.37%
Ubuntu Core 18 (RPi 2/3/4),0.33%
LibreELEC (RPi0/RPi1),0.31%
Ubuntu Server 20.04.2 LTS (RPi 3/4),0.31%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.29%
Recalbox 7.1.1-Reloaded (Pi 2),0.20%
TLXOS RPi 4.9.3 (latest),0.07%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4),0.05%
TLXOS RPi IoT 4.8.1 (LTS),0.02%
TLXOS RPi 4.8.1 (LTS),0.01%
TLXOS RPi 4.9.2 (latest),0.01%
TLXOS RPi IoT 4.8.0 (LTS),0.00%
TLXOS RPi 4.8.0 (LTS),0.00%
