Operating System,Percentage
Raspberry Pi OS (32-bit),46.69%
Raspberry Pi OS (other),24.68%
Ubuntu,12.36%
RetroPie,5.07%
Recalbox,4.46%
LibreELEC,3.33%
Misc utility images,2.30%
RISC OS Pi,0.99%
TLXOS,0.12%
