Operating System,Percentage
Raspberry Pi OS (32-bit),46.07%
Raspberry Pi OS (other),24.61%
Ubuntu,12.75%
RetroPie,5.30%
Recalbox,4.07%
LibreELEC,3.27%
Misc utility images,2.21%
RISC OS Pi,0.95%
Bootloader,0.38%
Manjaro ARM Linux,0.29%
TLXOS,0.10%
OctoPi,0.00%
