Image,Percentage
Raspberry Pi OS (32-bit),42.68%
Raspberry Pi OS Lite (32-bit),14.45%
Raspberry Pi OS Full (32-bit),9.67%
Ubuntu Desktop 20.10 (RPi 4/400),6.05%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),3.30%
RetroPie 4.7.1 (RPI 4/400),2.71%
USB Boot,2.29%
Ubuntu Server 20.10 (RPi 3/4/400),2.01%
SD Card Boot,1.80%
RetroPie 4.7.1 (RPI 2/3),1.65%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.61%
Recalbox 7.1.1-Reloaded (Pi 3),1.50%
LibreELEC (RPi4),1.46%
LibreELEC (RPi2/RPi3),1.11%
Ubuntu Server 20.10 (RPi 2/3/4/400),1.02%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.92%
RetroPie 4.7.1 (RPI 1/Zero),0.70%
RISC OS (5.28),0.65%
Manjaro ARM KDE Plasma 21.04 (RPi 3/3+/4/400),0.59%
Ubuntu Core 18 (RPi 3/4),0.54%
OctoPi,0.45%
Manjaro ARM KDE Plasma 21.02 (RPi 3/3+/4/400),0.36%
Manjaro ARM XFCE 21.04 (RPi 3/3+/4/400),0.36%
Ubuntu Core 18 (RPi 2/3/4),0.34%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.29%
LibreELEC (RPi0/RPi1),0.24%
Manjaro ARM XFCE 21.02 (RPi 3/3+/4/400),0.21%
Manjaro ARM MATE 21.04 (RPi 3/3+/4/400),0.18%
Recalbox 7.1.1-Reloaded (Pi 2),0.17%
Manjaro ARM Minimal 21.04 (RPi 3/3+/4/400),0.15%
Manjaro ARM MATE 21.02 (RPi 3/3+/4/400),0.12%
Network Boot,0.12%
Manjaro ARM Minimal 21.02 (RPi 3/3+/4/400),0.08%
ALT Workstation 9.1 (Raspberry Pi 4/3),0.05%
TLXOS RPi 4.9.3 (latest),0.04%
info-beamer OS,0.04%
Simply Linux 9.0 (Raspberry Pi 4),0.03%
ALT Education 9.1 (Raspberry Pi 4/3),0.03%
OctoPi (mirror),0.02%
TLXOS RPi 4.8.1 (LTS),0.01%
info-beamer OS (testing),0.01%
TLXOS RPi IoT 4.8.1 (LTS),0.00%
