Image,Percentage
Raspberry Pi OS (32-bit),46.28%
Raspberry Pi OS Lite (32-bit),14.66%
Raspberry Pi OS Full (32-bit),10.55%
Ubuntu Desktop 20.10 (RPi 4/400),6.08%
RetroPie 4.7.1 (RPI 4/400),2.76%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),2.49%
Raspberry Pi 4 EEPROM boot recovery,2.36%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.97%
RetroPie 4.7.1 (RPI 2/3),1.80%
Ubuntu Server 20.10 (RPi 3/4/400),1.76%
LibreELEC (RPi4),1.65%
Recalbox 7.1.1-Reloaded (Pi 3),1.57%
LibreELEC (RPi2/RPi3),1.28%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.91%
RISC OS (5.28),0.80%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.66%
RetroPie 4.7.1 (RPI 1/Zero),0.63%
Ubuntu Core 18 (RPi 3/4),0.50%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.47%
Ubuntu Core 18 (RPi 2/3/4),0.34%
LibreELEC (RPi0/RPi1),0.25%
Recalbox 7.1.1-Reloaded (Pi 2),0.15%
TLXOS RPi 4.9.3 (latest),0.08%
TLXOS RPi 4.8.1 (LTS),0.01%
