Operating System,Percentage
Raspberry Pi OS (32-bit),46.59%
Raspberry Pi OS (other),23.90%
Ubuntu,11.66%
RetroPie,4.91%
Bootloader,4.23%
Recalbox,3.22%
LibreELEC,2.78%
Manjaro ARM Linux,1.71%
RISC OS Pi,0.77%
OctoPi,0.14%
TLXOS,0.08%
